ID	Name	Name_in_Source	Variety	ISO639P3Code	Glottocode	Family	Year	Date	Copyright	License	Translator	Title	URL
faiwol	Faiwol	Faiwol		fai	faiw1243	Nuclear Trans New Guinea	1995	2015-01-02	Copyright © 1995 Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	GOT WENG ABEM Alokso Abino Kalin	https://ebible.org/Scriptures/fai_html.zip
fataleka	Fataleka	Fataleka		far	fata1245	Austronesian	2017	2017-11-13	Copyright © 2017 Wycliffe Bible Translators, Inc.	CCBYND-4.0	SITAG	Farongoe Lea Ana Fataleka	https://ebible.org/Scriptures/far_html.zip
maasinafulfulde	Maasina Fulfulde	Maasina Fulfulde		ffm	maas1239	Atlantic-Congo	2005	2015-03-17	Copyright © 2005 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Aadi keyri: linjiila iisaa almasiihu	https://ebible.org/Scriptures/ffm_html.zip
fuliiru	Fuliiru	Fuliiru		flr	fuli1240	Atlantic-Congo	2018	2020-11-17	Copyright © 2018 Wycliffe Bible Translators, Inc.	All rights reserved	SIL International (in Africa)	Ibibiriya: Igambo lya Rurema mu ndeto ye'kifuliiru	https://ebible.org/Scriptures/flr_html.zip
fore	Fore	Fore		for	fore1270	Nuclear Trans New Guinea	1974	2015-01-02	Copyright © 1974 Biblica	CCBYNCND-4.0	Wycliffe Bible Translators	Fore New Testament	https://ebible.org/Scriptures/for_html.zip
frenchlsg	French	français		fra	stan1290	Indo-European		2024-02-22	public domain	Public Domain	Louis Segond	Louis Segond 1910	https://ebible.org/Scriptures/fraLSG_html.zip
frenchncl	French	français		fra	stan1290	Indo-European	2022	2024-05-08	Copyright © 2022 Fraternité de Tibériade	CCBYSA		Sainte Bible néo-Crampon Libre	https://ebible.org/Scriptures/francl_html.zip
frenchsbl	French	français		fra	stan1290	Indo-European		2024-02-22	public domain	Public Domain	David Williams	Sainte Bible libre pour le monde	https://ebible.org/Scriptures/frasbl_html.zip
fordata	Fordata	Fordata		frd	ford1242	Austronesian	2018	2020-11-17	Copyright © 2018 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Surat Ralan na'a Vaidida	https://ebible.org/Scriptures/frd_html.zip
borgufulfulde	Borgu Fulfulde	Fulfulde Borgu		fue	borg1235	Atlantic-Congo	2011	2014-10-16	Copyright © 2011 SIM International	CCBYNCND-4.0	SIM	Alkawal Kesal	https://ebible.org/Scriptures/fue_html.zip
pular	Pular	Pular		fuf	pula1262	Atlantic-Congo	2010	2018-02-06	Copyright © 2010 Pioneer Bible Translators	CCBYND-4.0	Traducteurs Pionniers de la Bible	Version Pular Fuuta-Jallon	https://ebible.org/Scriptures/fuf_html.zip
westernnigerfulfulde	Western Niger Fulfulde	Fulfulde, Western Niger		fuh	west2454	Atlantic-Congo	2018	2020-12-01	Copyright © 2018 Wycliffe Bible Translators, Inc.	All rights reserved	SIM Niger	Ko woni Amaana Keso	https://ebible.org/Scriptures/fuh_html.zip
westernnigerfulfuldebkf	Western Niger Fulfulde	Fulfulde Burkina	Burkina	fuh	west2454	Atlantic-Congo	2012	2014-10-02	Copyright © 2012 SIM International	CCBYNCND-4.0	SIM International	Fulfulfe Burkina, Dewtere Laamɗo Amaana Keso	https://ebible.org/Scriptures/fuhbkf_html.zip
hausastatesfulfulde	Hausa States Fulfulde	Fulfulde Caka Nigeria		fuv	nige1253	Atlantic-Congo	2011	2020-11-19	Copyright © 2011 Wycliffe Bible Translators, Inc.	All rights reserved	WBT Central Zone	الَکْوَلَ ک ٜسَلْ	https://ebible.org/Scriptures/fuv_html.zip
alekano	Alekano	Alekano (Gahuku)		gah	alek1238	Nuclear Trans New Guinea	1973	2015-01-02	Copyright © 1973, 1986 Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Monoq Gotola Gosohaq	https://ebible.org/Scriptures/gah_html.zip
borei	Borei	Borei		gai	bore1247	Ramu	2016	2022-06-21	Copyright © 2016 Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	Raraŋ Aetaniacna Kam Wembaŋ Laŋ	https://ebible.org/Scriptures/gai_html.zip
kandawo	Kandawo	Kandawo		gam	kand1303	Nuclear Trans New Guinea	2012	2013-12-11	Copyright © 2012-2014 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Jisas Kandjiyebe Wopake	https://ebible.org/Scriptures/gam_html.zip
gata	Gata'	Didayi		gaq	gata1239	Austroasiatic	2020	2023-04-09	Copyright © 2020 The Word for the World International	CCBY-4.0	The Word for the World International	ସତ୍‌ ଗାଲି	https://ebible.org/Scriptures/gaq_html.zip
nobonob	Nobonob	Nobonob		gaw	nobo1238	Nuclear Trans New Guinea	1990	2013-02-07	Copyright © 1990 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	KAYAKNU NAI Tituanak Bau	https://ebible.org/Scriptures/gaw_html.zip
westcentraloromo	West Central Oromo	Afaan Oromoo		gaz	west2721	Afro-Asiatic	2022	2023-04-13	Copyright © 2022 Biblica, Inc.	CCBYSA	Biblica, Inc.	Kitaaba Qulqulluu, Hiikkaa Ammayyaa Banamaa Haaraa, Loqoda Dhiʼaa	https://ebible.org/Scriptures/gaz_html.zip
gude	Gude	Gude		gde	gude1246	Afro-Asiatic	2000	2020-11-17	Copyright © 2000 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Kura Aləkawalə ŋga Əntaŋfə	https://ebible.org/Scriptures/gde_html.zip
gadang	Ga'dang	Ga'dang		gdg	gada1258	Austronesian	2001	2020-11-17	Copyright © 2001 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ga'dang	https://ebible.org/Scriptures/gdg_html.zip
umanakaina	Umanakaina	Umanakaina		gdn	uman1240	Dagan	1999	2012-10-23	Copyright © 1999 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	IYA YONAI	https://ebible.org/Scriptures/gdn_html.zip
wipi	Wipi	Wipi		gdr	wipi1242	Eastern Trans-Fly	2001	2013-10-13	Copyright © 2001 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Wipi Yɨt God ma Yɨna Sisɨl Yɨna Peba	https://ebible.org/Scriptures/gdr_html.zip
kire	Kire	Kire		geb	kire1240	Ramu	2001	2022-06-21	Copyright © 2001 Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	Fhe Bakɨmen Kaman Kameŋ	https://ebible.org/Scriptures/geb_html.zip
patpatar	Patpatar	Patpatar		gfk	patp1243	Austronesian	1997	2022-03-02	Copyright © 1997-2018 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	No Sigar Kunubus tika ma Ira Ninge na Lotu	https://ebible.org/Scriptures/gfk_html.zip
patpatarh	Patpatar	Hinsaal	Hinsaal	gfk	patp1243	Austronesian	2016	2022-03-03	Copyright © 2016 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		No Tahut na Hinhinawas	https://ebible.org/Scriptures/gfkh_html.zip
patpatars	Patpatar	Sokarek	Sokarek	gfk	patp1243	Austronesian	2014	2022-03-04	Copyright © 2014 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		No Tahut na Hininaawas	https://ebible.org/Scriptures/gfks_html.zip
guhusamane	Guhu-Samane	Guhu-Samane		ghs	guhu1244	Nuclear Trans New Guinea	1975	2015-01-02	Copyright © 1975 Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	PORO TONGO USAQE	https://ebible.org/Scriptures/ghs_html.zip
kitja	Kitja	Kitja		gia	kitj1240	Jarrakan	1978	2019-05-23	Copyright © 1978 Bible Society of Australia	CCBYNCND-4.0		Jawunany	https://ebible.org/Scriptures/gia_html.zip
gilaki	Gilaki	Gilaki		glk	gila1241	Indo-European	2014	2015-01-02	Copyright © 2014 gilakmedia.com	CCBYND-4.0		Gilaki John	https://ebible.org/Scriptures/glk_html.zip
gamont	Gamo	Gamo		gmv	gamo1243	Ta-Ne-Omotic	2011	2014-04-25	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	ኦራꬃ ጫቆ ማፃፋ ጋሞꬆ	https://ebible.org/Scriptures/gmvNT_html.zip
gamornt	Gamo	Gamo		gmv	gamo1243	Ta-Ne-Omotic	2011	2014-04-25	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ooratha Caaqo Maxaafa Gamoththo	https://ebible.org/Scriptures/gmvRNT_html.zip
gamoggm	Gamo	Gamotso		gmv	gamo1243	Ta-Ne-Omotic	2017	2023-04-08	Copyright © 2017 The Word for the World International	CCBY-4.0	The Word for the World Ethiopia	Gamo Geesha Maxxafa New Testament	https://ebible.org/Scriptures/gmvggm_html.zip
ngangamnt	Ngangam	Ngangam		gng	ngan1299	Atlantic-Congo	2011	2014-04-30	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Uwien ya Jɔtiefɛ̀nku ya gbɔnku	https://ebible.org/Scriptures/gngNT_html.zip
gumatj	Gumatj	Gumatj		gnn	guma1253	Pama-Nyungan	1989	2023-07-27	Copyright © 1989, 2017 Bible Society of Australia	CCBYNCND-4.0		Gumatj Bible	https://ebible.org/Scriptures/gnn_html.zip
westernbolivianguaranint	Western Bolivian Guaraní	Guaraní, Western Bolivian		gnw	west2640	Tupian	2012	2014-04-25	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Nuevo Testamento Guaraní Pe	https://ebible.org/Scriptures/gnwNT_html.zip
gofaent	Gofa	Gofa		gof	gofa1235	Ta-Ne-Omotic	2011	2014-04-25	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	ኦራꬃ ጫቁዋ ጎፋꬆ	https://ebible.org/Scriptures/gofENT_html.zip
gofarnt	Gofa	Gofa		gof	gofa1235	Ta-Ne-Omotic	2011	2014-04-25	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ooratha Caaquwa Goofatho	https://ebible.org/Scriptures/gofRNT_html.zip
gofawftw	Gofa	Goofa		gof	gofa1235	Ta-Ne-Omotic	2011	2023-04-09	Copyright © 2011-2013 The Word for the World International	CCBY-4.0	The Word for the World International	Gofa New Testament	https://ebible.org/Scriptures/gofwftw_html.zip
gor	Gor	Gor		gqr	gorr1238	Central Sudanic	2014	2020-11-17	Copyright © 2014 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ta lǝ Luwǝ Kunmindɨ kɨ Sigɨ	https://ebible.org/Scriptures/gqr_html.zip
ionicatticancientgreektisch	Ionic-Attic Ancient Greek	Ελληνικά	Koine	grc	anci1242	Indo-European		2014-01-11	public domain	Public Domain	Tischendorf, etc.	Η Καινή Διαθήκη	https://ebible.org/Scriptures/grc-tisch_html.zip
ionicatticancientgreekbrent	Ionic-Attic Ancient Greek	Ἑλληνική	Koine	grc	anci1242	Indo-European		2020-03-31	public domain	Public Domain		μετάφραση των εβδομήκοντα	https://ebible.org/Scriptures/grcbrent_html.zip
ionicatticancientgreekbyz	Ionic-Attic Ancient Greek	Ελληνικά	Koine	grc	anci1242	Indo-European		2022-11-11	public domain	Public Domain		Η Καινή Διαθήκη	https://ebible.org/Scriptures/grcbyz_html.zip
ionicatticancientgreekf35	Ionic-Attic Ancient Greek	Ελληνικά	Koine	grc	anci1242	Indo-European	2020	2024-02-21	Copyright © 2020 Wilbur N. Pickering	CCBYNCND-4.0	Dwayne Green, Robert A. Boyd	Η Καινή Διαθήκη	https://ebible.org/Scriptures/grcf35_html.zip
ionicatticancientgreekmt	Ionic-Attic Ancient Greek	Ελληνικά	Koine	grc	anci1242	Indo-European		2024-01-09	public domain	Public Domain	Maurice A. Robinson and William G. Pierpont	Η Καινή Διαθήκη	https://ebible.org/Scriptures/grcmt_html.zip
ionicatticancientgreeksbl	Ionic-Attic Ancient Greek	Ελληνικά	Ancient	grc	anci1242	Indo-European	2010	2023-07-10	Copyright © 2010 Society of Biblical Literature and Logos Bible Software	CCBY-4.0		Η Καινή Διαθήκη	https://ebible.org/Scriptures/grcsbl_html.zip
ionicatticancientgreeksr	Ionic-Attic Ancient Greek	Ελληνικά		grc	anci1242	Indo-European		2024-02-14	public domain	Public Domain	Robinson and Pierpont	Η Καινή Διαθήκη	https://ebible.org/Scriptures/grcsr_html.zip
ionicatticancientgreektcgnt	Ionic-Attic Ancient Greek	Ελληνικά		grc	anci1242	Indo-European		2024-03-14	public domain	Public Domain	Maurice A. Robinson	Η Καινή Διαθήκη	https://ebible.org/Scriptures/grctcgnt_html.zip
ionicatticancientgreektr	Ionic-Attic Ancient Greek	Ελληνικά		grc	anci1242	Indo-European		2024-02-21	public domain	Public Domain		Η Καινή Διαθήκη	https://ebible.org/Scriptures/grctr_html.zip
ghari	Ghari	Ghari		gri	ghar1239	Austronesian	1998	2020-11-12	Copyright © 1998 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ghari Bible	https://ebible.org/Scriptures/gri_html.zip
guajajarabl	Guajajára	Guajajára		gub	guaj1255	Tupian	2007	2020-03-30	Copyright © 2007 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tupàn ze'eg	https://ebible.org/Scriptures/gubBl_html.zip
wayuu	Wayuu	Wayuu		guc	wayu1243	Arawakan	2010	2020-12-01	Copyright © 2010 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Tü nüchikimaajatkat Jesucristo	https://ebible.org/Scriptures/guc_html.zip
gurindji	Gurindji	Gurindji		gue	guri1247	Pama-Nyungan	1984	2021-11-23	Copyright © 1984 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		Ruth + Luke 2	https://ebible.org/Scriptures/gue_html.zip
sikuani	Sikuani	Guahibo		guh	guah1255	Guahiboan	2011	2014-08-06	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Dios pejumelivaisibaxuto pejanalivaisibaxuto	https://ebible.org/Scriptures/guh_html.zip
easternbolivianguaranint	Eastern Bolivian Guaraní	Guaraní, Eastern Bolivian		gui	east2555	Tupian	2012	2014-04-25	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Nuevo Testamento Guaraní Pe	https://ebible.org/Scriptures/guiNT_html.zip
gujarati2009	Gujarati	ગુજરાતી		guj	guja1252	Indo-European	1997	2013-11-04	Copyright © 1997-2009 World Bible Translation Center	All rights reserved	World Bible Translation Center	પવિત્ર બાઇબલ	https://ebible.org/Scriptures/guj2009_html.zip
gujarati2017	Gujarati	ગુજરાતી		guj	guja1252	Indo-European	2019	2023-04-12	Copyright © 2019 Bridge Connectivity Solutions	CCBYSA	Bridge Connectivity Solutions Pvt. Ltd.	ઇન્ડિયન રીવાઇઝ્ડ વર્ઝન ગુજરાતી - 2019	https://ebible.org/Scriptures/guj2017_html.zip
seaislandcreoleenglishnt	Sea Island Creole English	Sea Island Creole English		gul	gull1241	Indo-European	2005	2014-04-30	Copyright © 2005 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	De Nyew Testament	https://ebible.org/Scriptures/gulNT_html.zip
guambiano	Guambiano	Guambiano		gum	guam1248	Barbacoan	2010	2014-04-25	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Nacom Pejume Diwesi po diwesi pena jume diwesi xua Jesucristo yabara tinatsi	https://ebible.org/Scriptures/gum_html.zip
mbyaguarani	Mbyá Guaraní	Mbyá Guaraní		gun	mbya1239	Tupian	2004	2014-08-06	Copyright © 2004 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Nhanderuete ayvu iky'a e'ỹ va'e	https://ebible.org/Scriptures/gun_html.zip
guayaberont	Guayabero	Guayabero		guo	guay1257	Guahiboan	2009	2014-04-25	Copyright © 2009 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Pajelwʉajan Dios pejjamechan	https://ebible.org/Scriptures/guoNT_html.zip
bininjkunwok	Bininj Kun-Wok	Kunwinjku		gup	gunw1252	Gunwinyguan	2018	2023-10-09	Copyright © 2018 Bible Society of Australia	CCBYNCND-4.0		God Nuye Kunwok	https://ebible.org/Scriptures/gup_html.zip
bininjkunwokk	Bininj Kun-Wok	Kuninjku		gup	gunw1252	Gunwinyguan	2021	2023-04-23	Copyright © 2021 Wycliffe Bible Translators	CCBYNCND-4.0		Kuninjku Gospel Selections	https://ebible.org/Scriptures/gupk_html.zip
bininjkunwokmay	Bininj Kun-Wok	Mayali	Mayali	gup	gunw1252	Gunwinyguan	2022	2023-07-28	Copyright © 2022 Bible Society Australia	CCBYNCND-4.0		Mayali Luke 8	https://ebible.org/Scriptures/gupmay_html.zip
gourmanchema	Gourmanchéma	Gourma	Central	gux	gour1243	Atlantic-Congo	2020	2022-06-16	Copyright © 2020 Door 43 world-wide mission community	CCBY-4.0	Door 43 world-wide mission community	Bible Gourma	https://ebible.org/Scriptures/gux_html.zip
gourmanchemag	Gourmanchéma	Gourmantche	Gormantche	gux	gour1243	Atlantic-Congo	2020	2020-08-13	Copyright © 2020 Door 43 world-wide mission community	CCBYSA	Door 43 world-wide mission community	Bible Gourmantche	https://ebible.org/Scriptures/guxg_html.zip
kotiria	Kotiria	Guanano		gvc	guan1269	Tucanoan	2007	2014-08-06	Copyright © 2007 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Cohamacʉ Yare Yahari Tjuel	https://ebible.org/Scriptures/gvc_html.zip
golin	Golin	Golin		gvf	goli1247	Nuclear Trans New Guinea	1980	2012-01-17	Copyright © 1980 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Golin New Testament	https://ebible.org/Scriptures/gvf_html.zip
kukuyalanji	Kuku-Yalanji	Kuku Yalanji		gvn	kuku1273	Pama-Nyungan	1984	2019-05-14	Copyright © 1984 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	WBTA, World Home Bible League	Godumu Kuku	https://ebible.org/Scriptures/gvn_html.zip
gurung	Gurung	Gurung		gvr	guru1261	Sino-Tibetan	2020	2020-11-17	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Gurung Central Adapt It Study Bible	https://ebible.org/Scriptures/gvr_html.zip
gumawana	Gumawana	Gumawana		gvs	guma1254	Austronesian	2019	2024-05-06	Copyright © 2019 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		Buki Kimaasabaina	https://ebible.org/Scriptures/gvs_html.zip
gwichinnt	Gwich'in	Gwich'in		gwi	gwic1235	Athabaskan-Eyak-Tlingit	2010	2014-04-25	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Vit'eegwijyąhchy'aa Vagwandak Nizįį	https://ebible.org/Scriptures/gwiNT_html.zip
gwere	Gwere	Gwere		gwr	gwer1238	Atlantic-Congo	2019	2020-11-17	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Endagaano Empyaka Omu Lugwere	https://ebible.org/Scriptures/gwr_html.zip
ngaberent	Ngäbere	Ngäbere		gym	ngab1239	Chibchan	2004	2014-04-30	Copyright © 2004 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Kukwe kuin ngöbökwe	https://ebible.org/Scriptures/gymNT_html.zip
guarayunt	Guarayu	Guarayu		gyr	guar1292	Tupian	2011	2014-04-25	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tũpa Ñehengagüer	https://ebible.org/Scriptures/gyrNT_html.zip
haitian	Haitian	Kreyòl Ayisyen		hat	hait1244	Indo-European		2020-03-10	public domain	Public Domain		Bib La	https://ebible.org/Scriptures/hat_html.zip
haitianbsa	Haitian	Kreyòl Ayisyen		hat	hait1244	Indo-European	2017	2024-04-27	Copyright © 2017-2023 Ron Smith	CCBYSA	Ron Smith	Bib Sen An	https://ebible.org/Scriptures/hatbsa_html.zip
hausasa	Hausa	Hausa		hau	haus1257	Afro-Asiatic	2020	2021-11-15	Copyright © 2020 Biblica, Inc.	CCBYSA-4.0	Biblica, Inc.	Biblica® Buɗaɗɗen Littafi Mai Tsarki, Sabon Rai Don Kowa™	https://ebible.org/Scriptures/hausa_html.zip
hausaulb	Hausa	Hausa		hau	haus1257	Afro-Asiatic	2020	2020-06-19	Copyright © 2020 Door43 World Missions Community	CCBYSA	Alakirawa, Bayan, Chrispher Ishaya, Dabere, Dacuhus Timothy Danjuma, Danjay, Danjuma Alfred H, Euang Hediza Naohammed, Franklyn Ukazu Udochukwu, Gideon, Gokop, Habibu, James, Kiash Dachung Butus, Lazarus, Nadaki M. Philip, Nenching, Paul, Rebecca, Rev. Ayuba Taiba, Rev. Cain Yusuf Daniel, Rev. Dalhatu Dambo Ayuba, Rev. Dr. Tambanya Yahaya, Rev. Dr. Yakubu Hassan, Rev. Hannatu Samuel Ndberhukwu, Rev. Ibrahim Kassim, Rev. M. Dan'Amarya, Rev. Yakuba Ayuba	Litafi Mai-tsarki	https://ebible.org/Scriptures/hauulb_html.zip
